Age,Gender,MaritalStatus,Education,Occupation,MonthlyIncomeINR,City,Organization,EventsAttendedAnnually,VisitReason,FirstVisit,EventDiscovery,RegistrationMode,PreferredEventType,HoursSpent,TravelDistance,AttendingWith,ParticipationFrequency,SpendPerVisitINR,PremiumSeatingInterest,BundlePreference,NetworkingInterest,FoodPreferences,MaxFoodSpendINR,SponsorOrExhibitorInterest,CoWorkingInterest,PostEventPartyInterest,Importance_Parking,Importance_Restrooms,Importance_Accessibility,Importance_WiFi,Importance_Signage,Importance_Security,Importance_Seating Comfort,Importance_Cleanliness,Experience_Mobile App,Experience_Digital Ticketing,Experience_Interactive Screens,Experience_Live Streaming,OverallCleanlinessRating,StaffHelpful,NavigationEasy,UsedCloakRoom,UseMobileApp,UsedPublicTransport,SocialMediaPostIntent,ReadReviews,LivePollParticipation,SharePreferencesForPersonalization,NewsletterSubscription,RecommendJioWorldCentre,OverallSatisfaction,ChallengesFaced,MainConcern,RegPaymentIssue,SustainabilityImportance,Suggestions,AdditionalFacilities,ContactConsent,Email
45,Male,Married,Graduate,Student,106186,Delhi,Startup,2,Performance,Yes,Corporate,Online,Family,4.5,50-100km,Alone,Monthly,8723,No,Event + Food,Yes,"Vegan,Gluten-free",603,Maybe,Maybe,No,4,5,4,5,5,4,4,4,5,2,3,2,4,Somewhat,Somewhat,Yes,Yes,Yes,Yes,Sometimes,Yes,No,No,10.0,7.0,"Signage,Waiting Time",Crowds,No,4,,,No,
35,Female,Married,Graduate,Corporate,88968,Bangalore,Startup,0,Conference,Yes,Social Media,Through organization,Industry,6.4,Within city,Other,Annually,1176,No,Event + Food,No,Gluten-free,2759,No,Yes,No,3,5,5,5,5,4,3,3,3,4,3,5,5,Yes,Yes,No,Yes,No,No,Sometimes,Yes,Yes,No,8.0,10.0,Waiting Time,Crowds,No,3,,,No,
41,Male,Single,Postgraduate,Corporate,91216,Other,Other,3,Banquet,Yes,Social Media,Online,Family,4.4,Within city,Friends,Rarely,12923,Maybe,Event + Food,No,"Indian,Asian",1255,Yes,No,No,5,3,3,5,4,5,4,4,3,3,3,4,5,Yes,No,No,Maybe,Sometimes,Maybe,Always,Yes,No,No,10.0,7.0,"Food Quality,Signage",Facilities,Yes,5,,,Yes,user4991@mail.com
24,Male,Married,Graduate,Entrepreneur,137737,Other,Not Disclosed,0,Performance,No,Social Media,Through organization,Academic,0.4,Within city,Colleagues,Annually,6856,No,Event + Food,Yes,"Quick snacks,Gluten-free",489,No,Yes,No,4,2,4,4,3,3,3,4,2,4,3,4,4,Somewhat,Yes,No,Yes,Sometimes,No,Sometimes,No,No,No,8.0,7.0,"Accessibility,Other",Pricing,No,5,,,No,
18,Female,Married,Graduate,Student,129979,Other,Not Disclosed,5,Meeting,Yes,Corporate,Online,Industry,6.8,Within city,Alone,Annually,1768,Yes,Networking Access,No,Asian,606,No,Yes,Yes,4,5,4,3,3,5,4,3,3,2,2,2,5,Somewhat,Yes,No,Yes,Yes,No,Never,Yes,No,No,9.0,3.0,"Accessibility,Other",Pricing,No,5,,,No,user4779@mail.com
34,Male,Married,Postgraduate,Other,189546,Other,Not Disclosed,2,Conference,Yes,Other,At venue,Family,0.5,Within city,Alone,Annually,6893,Yes,Networking Access,Yes,"Asian,Indian,Gluten-free",1595,No,Yes,Yes,5,4,3,4,5,4,4,3,4,4,2,3,4,Yes,Yes,Yes,Yes,No,No,Always,No,Yes,No,6.0,10.0,Accessibility,Safety,No,3,,,Yes,
25,Male,Single,High School,Corporate,113738,Ahmedabad,Other,5,Other,Yes,Social Media,At venue,Entertainment,1.5,Within city,Alone,Annually,986,Yes,VIP Perks,No,"No preference,Quick snacks,Indian",2437,No,No,Yes,3,5,3,4,4,3,5,4,3,4,3,5,5,Yes,No,No,Yes,Sometimes,No,Always,No,Maybe,Yes,9.0,7.0,"Accessibility,Waiting Time,Signage",Safety,Yes,5,,,No,
51,Male,Married,Graduate,Corporate,114233,Mumbai,Reliance,2,Exhibition,No,Email,Online,Industry,3.9,Within city,Family,Quarterly,4269,No,Event + Food,Yes,"Continental,No preference,Quick snacks",971,No,Yes,Yes,4,5,3,4,4,4,5,4,4,3,3,3,3,Somewhat,No,No,Maybe,Sometimes,No,Sometimes,Yes,No,Yes,6.0,7.0,Other,Other,Yes,2,,,No,
40,Male,Married,Graduate,Academic,101610,Mumbai,Not Disclosed,4,Performance,Yes,Social Media,At venue,Other,3.9,Within city,Friends,Rarely,5419,No,VIP Perks,Yes,"No preference,Continental,Asian",3722,Yes,No,Maybe,3,4,3,4,4,4,4,4,5,3,4,4,4,Yes,Yes,No,Yes,Sometimes,No,Always,Yes,No,No,10.0,8.0,"Other,Seating,Food Quality",Safety,Somewhat,5,,,No,
47,Female,Married,Postgraduate,Entrepreneur,52599,Mumbai,Startup,3,Meeting,No,Email,Online,Family,4.8,Within city,Family,Monthly,1807,Yes,Event + Food,Yes,"Asian,Indian",1371,No,No,Maybe,5,2,3,5,4,5,3,4,3,3,3,3,5,Yes,Yes,No,Yes,Sometimes,Maybe,Sometimes,No,Maybe,No,9.0,9.0,"Waiting Time,Accessibility,Parking",COVID-19,Yes,4,,,No,
18,Female,Married,Postgraduate,Corporate,128241,Ahmedabad,HUL,3,Meeting,No,Email,Other,Industry,2.5,Outstation,Other,Rarely,8251,No,VIP Perks,No,Quick snacks,1817,No,No,No,5,3,3,5,5,4,4,5,2,2,5,2,5,Yes,Yes,Yes,No,Yes,No,Always,No,No,No,10.0,7.0,"Seating,Other,Signage",Pricing,No,2,,,Yes,user3528@mail.com
41,Male,Married,Postgraduate,Corporate,105457,Ahmedabad,Not Disclosed,1,Meeting,No,Ad,Online,Entertainment,2.7,Within city,Family,Annually,2707,No,None,No,Indian,2203,No,Yes,No,5,4,4,5,4,5,3,5,3,3,5,3,4,No,Yes,No,Maybe,No,No,Never,No,No,Yes,7.0,7.0,"Other,Seating,Food Quality",Facilities,No,2,,,Yes,
37,Female,Single,PhD,Corporate,56175,Bangalore,Infosys,2,Exhibition,No,Social Media,Online,Art & Culture,4.4,Within city,Friends,Quarterly,5573,Maybe,Parking,No,Continental,303,Yes,No,Maybe,5,5,5,5,3,5,4,5,3,3,3,5,3,Yes,Yes,No,Maybe,Yes,Yes,Sometimes,No,Maybe,No,8.0,4.0,"Tech Issues,Signage",Pricing,Yes,4,,,No,
32,Male,Married,Graduate,Student,58397,Mumbai,Startup,6,Exhibition,Yes,Ad,Online,Art & Culture,5.2,50-100km,Friends,Quarterly,3084,No,None,Yes,"Continental,Quick snacks,Indian",599,No,Yes,Yes,4,3,3,3,4,5,3,4,4,5,2,4,4,Yes,Yes,No,Yes,Sometimes,Yes,Never,No,Yes,No,10.0,8.0,"Signage,Tech Issues",Safety,No,4,,,No,
46,Female,Other,Graduate,Student,199498,Delhi,Other,2,Performance,Yes,Social Media,Through organization,Other,0.1,Within city,Alone,Annually,8964,No,Networking Access,Yes,Gluten-free,1672,No,Yes,Maybe,4,3,5,4,4,4,5,3,3,4,5,4,4,Yes,Yes,Yes,No,No,Maybe,Never,Yes,Yes,No,4.0,10.0,"Food Quality,Seating,Signage",Other,No,4,,,No,user1759@mail.com
37,Male,Single,Postgraduate,Entrepreneur,82551,Delhi,Other,2,Performance,No,Email,At venue,Academic,4.8,50-100km,Other,Rarely,11359,No,VIP Perks,Yes,"Quick snacks,Asian,Indian",414,No,No,Yes,4,4,5,3,4,4,5,5,2,3,5,5,5,Yes,No,No,Maybe,No,No,Always,Yes,No,No,9.0,5.0,"Signage,Other",Crowds,No,3,,,No,
30,Male,Single,High School,Corporate,92707,Other,Not Disclosed,2,Conference,Yes,Corporate,Through organization,Entertainment,4.4,Within city,Alone,Rarely,2876,Yes,Event + Food,Yes,"Asian,Continental,Vegan",1331,No,Maybe,Yes,5,4,4,5,5,3,5,5,5,5,5,4,5,Yes,Yes,Yes,Maybe,Yes,No,Always,No,Maybe,Yes,10.0,7.0,"Parking,Food Quality",Crowds,Yes,1,,,No,
26,Female,Single,Graduate,Other,102221,Mumbai,TCS,4,Performance,No,Email,Online,Art & Culture,3.1,Within city,Alone,Annually,7674,Maybe,None,Yes,"Gluten-free,No preference",2052,Yes,Yes,No,5,5,4,5,3,3,4,5,2,3,2,5,4,Yes,No,No,Maybe,No,No,Sometimes,No,Yes,No,8.0,10.0,"Food Quality,Accessibility,Waiting Time",Crowds,No,4,,,No,user2793@mail.com
35,Male,Single,Graduate,Artist,73301,Delhi,Startup,1,Performance,Yes,Social Media,Other,Industry,3.9,International,Family,Annually,15519,No,Event + Food,Yes,"Continental,Quick snacks",2361,Yes,No,No,3,5,4,4,4,4,5,5,3,1,3,4,5,Somewhat,Yes,No,Yes,No,No,Never,Yes,No,No,9.0,8.0,"Seating,Parking",COVID-19,No,3,,,No,
29,Male,Married,Postgraduate,Corporate,76956,Pune,College,0,Conference,No,Ad,Online,Art & Culture,3.2,Outstation,Colleagues,Quarterly,5267,No,Event + Food,No,Quick snacks,1994,No,Yes,No,4,4,5,5,4,5,4,4,2,5,3,4,5,Yes,Yes,Yes,Yes,No,No,Sometimes,No,Yes,Yes,8.0,6.0,"Signage,Tech Issues,Parking",Pricing,No,1,,,No,
29,Female,Married,Graduate,Corporate,39552,Mumbai,Not Disclosed,4,Meeting,No,Social Media,Online,Family,3.9,Within city,Colleagues,Annually,4004,No,Event + Food,No,"No preference,Asian",1766,No,No,Maybe,5,3,3,4,4,4,4,4,3,4,3,3,4,Yes,No,Yes,Yes,No,Yes,Never,No,No,Yes,7.0,6.0,"Food Quality,Signage",COVID-19,No,4,,,No,
29,Male,Single,Graduate,Student,152070,Mumbai,Reliance,5,Meeting,No,Social Media,Through organization,Academic,5.9,Within city,Colleagues,Annually,835,No,Event + Food,Yes,"Asian,Gluten-free,Quick snacks",5977,Yes,No,No,5,3,3,3,5,3,3,5,4,5,2,4,3,Yes,Yes,No,Yes,Sometimes,Yes,Sometimes,Yes,No,No,10.0,9.0,"Accessibility,Tech Issues",COVID-19,No,5,,,No,
27,Male,Single,Postgraduate,Academic,177100,Bangalore,TCS,5,Exhibition,No,Social Media,Online,Industry,5.4,Within city,Colleagues,Rarely,8911,Yes,None,Yes,"No preference,Gluten-free",892,No,No,Maybe,2,3,2,4,4,4,5,5,3,5,4,2,5,Somewhat,Yes,No,No,No,No,Always,No,Yes,Yes,9.0,10.0,Other,Pricing,Yes,3,,,Yes,
31,Male,Married,Postgraduate,Entrepreneur,183336,Bangalore,Not Disclosed,3,Exhibition,Yes,Other,Online,Family,5.2,Within city,Family,Quarterly,11758,Yes,VIP Perks,No,"Quick snacks,Continental",2993,No,No,Yes,4,4,5,4,3,4,5,5,2,4,4,4,4,Yes,Yes,Yes,Maybe,Yes,Maybe,Sometimes,Yes,No,No,10.0,8.0,"Waiting Time,Seating",Crowds,No,4,,,No,
35,Female,Married,PhD,Academic,88844,Mumbai,TCS,4,Performance,Yes,Ad,Through organization,Art & Culture,4.9,Within city,Alone,Annually,4104,No,None,No,"Indian,Asian",2620,Yes,No,No,4,4,5,4,3,4,4,2,4,3,2,3,5,Yes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,No,8.0,10.0,Tech Issues,Safety,No,3,,,No,
18,Male,Other,Graduate,Student,106230,Mumbai,Reliance,1,Banquet,No,Social Media,Online,Industry,4.2,Within city,Family,Quarterly,6708,No,VIP Perks,Yes,"Vegan,Gluten-free,No preference",382,Yes,No,No,4,4,5,5,4,2,3,3,4,2,2,4,4,Somewhat,Yes,No,No,Yes,No,Sometimes,No,Yes,Yes,6.0,9.0,Other,Pricing,No,3,,,No,
33,Female,Married,Postgraduate,Corporate,96756,Other,Startup,3,Conference,Yes,Word of Mouth,At venue,Entertainment,7.2,Within city,Colleagues,Annually,4180,No,Networking Access,No,Asian,2343,No,No,Maybe,4,4,4,4,4,5,5,2,4,5,5,3,3,Yes,Yes,Yes,No,Yes,No,Always,Yes,No,Yes,8.0,8.0,Waiting Time,Crowds,No,4,,,No,
35,Male,Married,PhD,Other,28929,Mumbai,Other,4,Exhibition,No,Corporate,Online,Art & Culture,1.5,Within city,Colleagues,Quarterly,2436,Yes,Event + Food,Yes,"Continental,No preference",2062,No,No,Yes,4,4,5,4,5,4,5,4,4,3,4,3,4,Yes,Somewhat,No,Yes,No,No,Always,Yes,Maybe,Yes,8.0,10.0,"Signage,Other,Food Quality",Pricing,No,3,,,No,
33,Female,Single,Postgraduate,Corporate,226519,Other,Not Disclosed,8,Banquet,Yes,Social Media,Online,Industry,3.7,Within city,Alone,Rarely,1702,Yes,Event + Food,Yes,Indian,2222,No,Yes,Yes,5,3,3,3,5,4,5,5,2,3,5,4,4,Yes,Yes,No,Maybe,No,No,Always,No,Yes,Yes,8.0,9.0,"Accessibility,Other,Waiting Time",Pricing,No,1,,,No,user627@mail.com
20,Female,Married,Postgraduate,Corporate,60051,Delhi,Not Disclosed,3,Conference,Yes,Social Media,Online,Art & Culture,5.1,Within city,Alone,Quarterly,4553,Yes,Networking Access,Yes,"No preference,Continental",1467,Maybe,No,Yes,4,4,3,4,3,5,4,4,5,5,2,4,5,Somewhat,Somewhat,No,Maybe,Yes,No,Sometimes,No,Maybe,No,6.0,7.0,"Seating,Signage",Pricing,Yes,4,,,No,
55,Female,Married,Graduate,Artist,70617,Mumbai,TCS,4,Conference,No,Ad,Through organization,Family,2.7,Within city,Friends,Annually,5549,Yes,Event + Food,Yes,No preference,871,No,Maybe,Yes,4,5,3,2,4,4,5,4,3,4,5,4,3,Yes,Yes,No,No,Yes,No,Never,No,Yes,No,10.0,7.0,"Signage,Food Quality,Tech Issues",COVID-19,No,3,,,No,
30,Female,Married,Postgraduate,Corporate,81091,Chennai,College,2,Conference,No,Social Media,Online,Industry,9.8,Within city,Family,Annually,2355,No,Networking Access,No,Asian,326,No,No,No,5,3,4,4,3,3,5,5,2,4,2,3,4,Somewhat,No,No,Maybe,No,No,Sometimes,Yes,Yes,No,10.0,7.0,"Tech Issues,Other",COVID-19,Somewhat,5,,,No,user4008@mail.com
30,Male,Married,Graduate,Entrepreneur,72121,Bangalore,Not Disclosed,5,Performance,No,Email,Through organization,Art & Culture,4.7,Within city,Colleagues,Quarterly,8986,Maybe,None,No,Gluten-free,342,No,No,No,3,5,4,4,5,5,3,3,5,3,2,3,5,Yes,Yes,No,Maybe,No,No,Always,No,Yes,No,10.0,8.0,"Tech Issues,Other,Food Quality",Crowds,No,3,,,No,
25,Female,Married,Graduate,Academic,129163,Mumbai,College,3,Exhibition,Yes,Other,Online,Industry,5.6,Within city,Alone,Monthly,1277,No,Networking Access,Yes,No preference,994,Maybe,Maybe,No,4,3,5,4,4,5,5,3,4,5,4,4,5,Yes,Yes,No,Yes,No,Yes,Sometimes,No,Yes,No,8.0,7.0,"Other,Tech Issues,Parking",Crowds,No,4,,,No,
29,Female,Married,Postgraduate,Corporate,71789,Pune,Other,3,Conference,Yes,Word of Mouth,Through organization,Entertainment,5.6,Within city,Family,Quarterly,6773,Yes,Event + Food,Yes,"Vegan,Indian",1397,No,Yes,Maybe,4,4,5,4,4,4,4,2,4,4,4,4,4,Somewhat,Yes,Yes,Maybe,Yes,No,Sometimes,No,No,No,9.0,4.0,"Accessibility,Seating,Parking",Safety,No,5,,,Yes,
30,Male,Other,Postgraduate,Corporate,48693,Bangalore,Reliance,2,Exhibition,Yes,Word of Mouth,Online,Academic,1.9,50-100km,Family,Quarterly,4858,No,None,Yes,"Indian,Gluten-free,Asian",2424,No,Yes,Yes,2,4,5,5,3,3,4,5,5,4,3,2,4,Yes,Yes,No,Maybe,Yes,Yes,Never,No,Yes,Yes,9.0,10.0,"Signage,Food Quality",Crowds,No,4,,,Yes,
34,Female,Married,Graduate,Entrepreneur,108192,Bangalore,Reliance,3,Performance,Yes,Social Media,Online,Family,3.0,Within city,Family,Rarely,4414,Yes,Event + Food,Yes,"Asian,No preference,Indian",1272,Maybe,Yes,Yes,4,5,3,4,4,3,4,4,4,4,5,4,4,Yes,Yes,No,Yes,Yes,Yes,Never,Yes,No,No,9.0,10.0,Parking,Safety,Yes,3,,,No,
42,Female,Married,Graduate,Corporate,178882,Pune,Not Disclosed,2,Conference,No,Social Media,Online,Other,5.4,50-100km,Alone,Rarely,1779,Yes,None,No,"Asian,Quick snacks,Continental",869,Yes,No,Yes,5,3,3,4,5,5,4,3,5,2,2,3,4,No,Yes,No,Yes,Yes,No,Sometimes,No,No,No,8.0,7.0,Food Quality,Facilities,No,4,,,Yes,user2050@mail.com
47,Male,Married,Graduate,Artist,195474,Mumbai,Startup,5,Banquet,Yes,Email,Online,Industry,5.8,Outstation,Family,Rarely,6186,No,None,Yes,"No preference,Vegan",903,No,No,No,2,4,4,4,3,4,3,3,2,3,4,4,5,Yes,Yes,No,No,Yes,No,Sometimes,No,No,No,7.0,6.0,"Accessibility,Other",Pricing,No,3,,,No,
41,Female,Single,PhD,Academic,136090,Mumbai,HUL,4,Exhibition,Yes,Social Media,Online,Industry,6.4,Within city,Alone,Annually,6491,Yes,Networking Access,Yes,"Vegan,Quick snacks",1687,Yes,Yes,Maybe,4,4,4,3,4,5,5,4,5,4,4,4,5,Somewhat,Yes,Yes,Yes,No,No,Always,No,Maybe,No,8.0,7.0,"Parking,Waiting Time,Tech Issues",Crowds,Somewhat,4,,,Yes,
30,Male,Married,Graduate,Corporate,49537,Mumbai,Reliance,2,Performance,No,Word of Mouth,Online,Other,2.6,Within city,Colleagues,Annually,7889,No,Networking Access,Yes,"Gluten-free,Quick snacks",1120,No,Yes,No,5,4,4,4,4,5,4,4,3,3,3,3,5,Somewhat,No,Yes,No,Yes,No,Always,Yes,No,Yes,10.0,10.0,"Seating,Accessibility,Parking",Pricing,No,3,,,Yes,
41,Male,Single,PhD,Student,75327,Pune,Not Disclosed,3,Other,No,Other,Online,Industry,4.5,Within city,Family,Quarterly,4957,Yes,Networking Access,No,"Gluten-free,No preference",868,No,No,No,3,5,3,3,3,3,3,4,3,3,3,1,5,Yes,Somewhat,No,Yes,No,Yes,Sometimes,No,Yes,No,3.0,9.0,"Signage,Tech Issues,Waiting Time",COVID-19,No,3,,,No,
38,Female,Other,Graduate,Artist,157986,Bangalore,Startup,4,Exhibition,No,Social Media,Online,Industry,7.6,Outstation,Alone,Annually,3388,Maybe,Event + Food,No,"Quick snacks,Vegan,Asian",1278,No,No,No,4,4,4,5,4,4,4,4,5,3,3,4,5,Somewhat,Yes,No,No,No,No,Sometimes,No,Maybe,Yes,9.0,8.0,Food Quality,COVID-19,No,5,,,No,
36,Male,Married,Postgraduate,Entrepreneur,182192,Bangalore,Reliance,5,Meeting,No,Word of Mouth,At venue,Industry,3.4,Within city,Family,Annually,4245,Yes,Parking,No,Indian,1699,No,No,Yes,5,5,3,3,5,4,4,4,3,4,5,3,5,Yes,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,No,5.0,9.0,Tech Issues,Facilities,No,3,,,No,
26,Male,Married,Graduate,Corporate,417806,Mumbai,Reliance,5,Conference,Yes,Corporate,Through organization,Industry,5.0,Within city,Colleagues,Monthly,13204,No,Event + Food,Yes,Continental,1377,No,No,No,5,4,5,5,4,5,3,5,4,3,4,4,4,Yes,Somewhat,No,Yes,No,No,Always,Yes,Maybe,No,10.0,10.0,Tech Issues,Pricing,No,4,,,Yes,
33,Female,Married,High School,Entrepreneur,91484,Hyderabad,TCS,3,Meeting,No,Email,At venue,Art & Culture,8.1,Within city,Alone,Quarterly,2963,No,Networking Access,Yes,No preference,1224,No,Maybe,Yes,2,4,5,4,4,4,5,4,3,4,3,4,5,Yes,Somewhat,No,Yes,Yes,No,Sometimes,Yes,No,No,8.0,9.0,"Parking,Food Quality,Seating",Pricing,No,3,,,No,
33,Female,Single,Postgraduate,Corporate,66561,Mumbai,Reliance,2,Meeting,No,Email,Online,Industry,8.3,Within city,Alone,Annually,5687,Yes,Event + Food,Yes,No preference,650,No,No,No,5,4,3,4,5,3,5,4,4,3,4,4,4,Somewhat,Yes,Yes,Yes,Yes,No,Always,No,No,Yes,6.0,5.0,Accessibility,COVID-19,No,2,,,No,
29,Male,Married,Graduate,Corporate,103971,Other,College,3,Performance,No,Social Media,Other,Academic,4.6,Within city,Colleagues,Annually,9246,Maybe,Networking Access,Yes,"Continental,Quick snacks,Asian",2096,No,No,Maybe,4,4,4,3,4,3,3,5,2,3,4,4,4,Yes,Yes,Yes,Maybe,No,No,Sometimes,Yes,Yes,No,9.0,9.0,Tech Issues,Facilities,No,5,,,No,
45,Female,Married,PhD,Entrepreneur,62532,Delhi,Not Disclosed,4,Banquet,No,Ad,Online,Art & Culture,4.9,Outstation,Colleagues,Quarterly,3265,No,Event + Food,No,"Gluten-free,Indian",1290,Maybe,Maybe,No,4,4,3,4,3,5,3,3,3,4,5,3,5,Yes,Yes,No,Yes,Sometimes,No,Sometimes,Yes,No,Yes,7.0,9.0,"Other,Accessibility",Safety,Yes,5,,,Yes,
34,Male,Married,Graduate,Corporate,163589,Pune,Other,2,Meeting,No,Social Media,Online,Art & Culture,3.3,Within city,Alone,Annually,14111,Yes,Event + Food,No,Asian,642,No,Yes,No,4,3,3,4,3,5,2,3,3,3,3,2,5,Yes,Yes,Yes,Yes,No,No,Sometimes,Yes,Yes,No,10.0,8.0,"Signage,Tech Issues,Other",Safety,No,1,,,No,
35,Male,Married,Postgraduate,Corporate,216892,Hyderabad,Not Disclosed,1,Exhibition,Yes,Email,Through organization,Entertainment,5.5,Outstation,Alone,Quarterly,4677,Maybe,None,Yes,"Continental,Vegan,Indian",2788,Maybe,No,No,3,4,4,5,3,4,4,5,4,2,4,3,4,Yes,Yes,No,No,Sometimes,No,Always,Yes,Yes,No,9.0,9.0,"Food Quality,Tech Issues,Waiting Time",Pricing,No,4,,,No,
43,Female,Married,PhD,Corporate,76644,Mumbai,College,5,Exhibition,No,Email,Online,Industry,5.6,Within city,Family,Rarely,2318,Maybe,Event + Food,Yes,Vegan,989,Maybe,No,No,4,5,5,3,4,4,5,4,4,3,2,4,4,Yes,Yes,No,No,Yes,No,Sometimes,No,No,No,10.0,7.0,"Food Quality,Waiting Time",Crowds,Yes,4,,,Yes,
29,Male,Single,Graduate,Corporate,101781,Mumbai,Startup,5,Performance,No,Email,Online,Art & Culture,5.7,Within city,Other,Annually,5359,Yes,Networking Access,Yes,"Vegan,Gluten-free,Asian",1480,No,Maybe,No,4,3,5,3,5,5,4,5,3,3,4,3,4,No,Somewhat,Yes,Maybe,Yes,No,Always,No,No,No,10.0,5.0,"Signage,Accessibility",Facilities,No,2,,,No,
25,Female,Single,Postgraduate,Student,54603,Other,Other,5,Exhibition,Yes,Social Media,Online,Art & Culture,5.0,Within city,Friends,Rarely,4040,No,Event + Food,Yes,"Gluten-free,Continental,Asian",1018,Maybe,No,Yes,5,4,5,3,5,3,5,4,5,4,4,3,4,Somewhat,Yes,No,Yes,Yes,No,Always,No,Yes,Yes,5.0,9.0,"Seating,Waiting Time,Other",Crowds,No,5,,,No,
38,Male,Single,Postgraduate,Student,135845,Ahmedabad,Startup,1,Exhibition,No,Word of Mouth,Online,Academic,4.0,Outstation,Family,Quarterly,8890,No,VIP Perks,No,Continental,2090,No,No,No,4,5,5,4,4,4,5,5,5,4,3,2,3,Yes,Yes,No,Yes,No,Yes,Sometimes,Yes,Yes,No,9.0,7.0,"Parking,Food Quality,Seating",Pricing,No,5,,,No,
37,Male,Married,Graduate,Corporate,56151,Mumbai,Startup,3,Conference,No,Email,Through organization,Industry,4.3,Within city,Colleagues,Quarterly,2480,Maybe,Event + Food,Yes,"No preference,Quick snacks",2078,No,Yes,Yes,4,5,5,3,5,5,5,3,4,3,4,3,5,Somewhat,No,Yes,Yes,Sometimes,No,Sometimes,Yes,Yes,No,10.0,10.0,"Tech Issues,Signage,Parking",Safety,No,3,,,No,
44,Female,Married,Graduate,Corporate,133727,Mumbai,TCS,4,Exhibition,No,Social Media,Online,Industry,6.4,Within city,Family,Annually,9389,Yes,Parking,No,"Indian,No preference,Quick snacks",1247,No,Maybe,No,5,2,3,4,3,5,4,5,4,4,3,4,5,Yes,Yes,No,Yes,Sometimes,No,Never,No,Yes,No,6.0,10.0,Accessibility,COVID-19,No,3,,,No,
27,Female,Married,High School,Corporate,42603,Pune,Infosys,4,Performance,Yes,Ad,At venue,Family,7.2,Outstation,Friends,Annually,5304,Yes,None,Yes,No preference,454,Yes,No,Maybe,4,4,4,3,3,4,4,3,5,3,4,4,4,Yes,Yes,Yes,No,Yes,No,Never,No,Yes,Yes,7.0,9.0,"Other,Waiting Time,Parking",COVID-19,Yes,4,,,No,
23,Female,Single,Postgraduate,Corporate,60644,Ahmedabad,TCS,2,Banquet,No,Word of Mouth,Online,Family,4.0,International,Alone,Quarterly,6550,No,Networking Access,Yes,"Asian,Continental",4895,No,No,No,5,4,3,4,3,5,4,5,4,4,3,3,4,Somewhat,Yes,No,Yes,Sometimes,Yes,Sometimes,Yes,No,No,6.0,7.0,"Signage,Seating,Tech Issues",Pricing,No,4,,,Yes,
36,Female,Married,Graduate,Corporate,88864,Delhi,College,5,Conference,No,Word of Mouth,Online,Art & Culture,4.6,Outstation,Alone,Rarely,3327,No,None,No,Continental,1982,No,Yes,No,3,5,3,5,3,4,4,4,5,2,4,4,5,Somewhat,Yes,No,Yes,Yes,No,Always,No,No,No,10.0,8.0,"Tech Issues,Other,Waiting Time",Crowds,No,3,,,No,
36,Male,Other,Graduate,Other,52123,Other,Infosys,2,Meeting,Yes,Social Media,Through organization,Industry,5.6,Within city,Other,Quarterly,2461,No,Networking Access,Yes,"Vegan,No preference,Indian",2004,Yes,Yes,Maybe,4,4,4,5,4,4,4,3,4,5,3,4,5,Somewhat,Yes,Yes,Yes,Yes,No,Sometimes,Yes,Maybe,No,10.0,8.0,Other,COVID-19,No,3,,,No,
23,Male,Single,Graduate,Entrepreneur,362963,Hyderabad,TCS,4,Exhibition,No,Ad,Online,Academic,7.1,Outstation,Friends,Quarterly,2096,Maybe,Event + Food,Yes,Vegan,903,Maybe,No,No,3,5,3,5,5,3,5,4,4,5,4,4,4,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,No,7.0,6.0,Parking,Pricing,Somewhat,4,,,No,
37,Female,Married,Graduate,Corporate,148412,Pune,Not Disclosed,5,Meeting,No,Word of Mouth,Online,Other,4.3,Within city,Friends,Annually,8449,Maybe,Parking,No,"Indian,Asian",1194,No,No,Yes,3,3,5,5,5,3,4,4,5,3,4,4,5,Yes,Yes,Yes,Maybe,No,Yes,Sometimes,No,Yes,No,10.0,8.0,Other,Safety,No,4,,,No,user4679@mail.com
29,Male,Married,Postgraduate,Corporate,183263,Mumbai,College,5,Banquet,Yes,Social Media,Other,Family,4.3,Within city,Alone,Annually,6420,Yes,VIP Perks,No,"Continental,Vegan,Indian",1432,No,Yes,Yes,4,4,2,3,5,3,5,4,2,4,3,4,5,Yes,Yes,No,Yes,No,Maybe,Sometimes,No,Maybe,Yes,8.0,7.0,Signage,COVID-19,No,4,,,No,
43,Female,Married,Graduate,Corporate,87452,Bangalore,College,0,Banquet,Yes,Other,Online,Academic,4.6,Within city,Family,Annually,9777,No,Event + Food,Yes,"No preference,Quick snacks,Indian",1822,No,No,Yes,5,5,3,3,4,4,5,4,5,3,3,2,4,Yes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,No,7.0,9.0,"Tech Issues,Seating",Crowds,No,2,,,No,
33,Male,Married,High School,Corporate,51115,Delhi,HUL,3,Exhibition,No,Word of Mouth,Online,Industry,4.1,Outstation,Family,Quarterly,2472,Yes,Networking Access,Yes,"No preference,Vegan",2657,No,Yes,Maybe,4,4,4,5,5,5,4,4,3,4,1,4,3,Yes,Yes,No,Yes,Sometimes,No,Sometimes,Yes,Maybe,No,7.0,5.0,Signage,COVID-19,No,5,,,No,
